Traffic Volume Gbyte_mean,Traffic Volume Gbyte_std,NUM_OF_RRC_Att_mean,NUM_OF_RRC_Att_std,AVGUL_RSSI_WEIGH_DBM_PUCCH_mean,AVGUL_RSSI_WEIGH_DBM_PUCCH_std,AVGUL_RSSI_WEIGH_DBM_PUSCH_mean,AVGUL_RSSI_WEIGH_DBM_PUSCH_std,AVG_RACH_TA_mean,AVG_RACH_TA_std,VOLTE_TRAFFIC_ERL_mean,VOLTE_TRAFFIC_ERL_std,DLPRBUtilization_mean,DLPRBUtilization_std,Avg_UL_RSRP_PUSCH_mean,Avg_UL_RSRP_PUSCH_std,Avg_UL_RSRP_PUCCH_mean,Avg_UL_RSRP_PUCCH_std,L.UL.Interference.Max_mean,L.UL.Interference.Max_std,L.UL.Interference.Avg_mean,L.UL.Interference.Avg_std,L.UL.Interference.Min_mean,L.UL.Interference.Min_std,ERAB_ATTEMPT_mean,ERAB_ATTEMPT_std,RRC_EstabSucc_PC_mean,RRC_EstabSucc_PC_std,ERAB_Drop_PC_mean,ERAB_Drop_PC_std,DL_PDCP_USER_THPUT_mean,DL_PDCP_USER_THPUT_std,UL_PDCP_USER_THPUT_HWI_mean,UL_PDCP_USER_THPUT_HWI_std,INTRAFREQ_HO_SR_mean,INTRAFREQ_HO_SR_std,ACTIVEUSER_DL_QCI1_mean,ACTIVEUSER_DL_QCI1_std,ACTIVEUSER_UL_QCI1_mean,ACTIVEUSER_UL_QCI1_std,Avg_CQI_HWI_mean,Avg_CQI_HWI_std,AVG_MCS_PUSCH_mean,AVG_MCS_PUSCH_std,AVG_SimRRC_ConnUsr_COUNT_mean,AVG_SimRRC_ConnUsr_COUNT_std,E-RAB_SETUP_SUCCESS_RATE_mean,E-RAB_SETUP_SUCCESS_RATE_std,HO_Succ_PC_In_mean,HO_Succ_PC_In_std,MAC_UL_IBLER_mean,MAC_UL_IBLER_std,MAC_DL_IBLER_mean,MAC_DL_IBLER_std,MAC_UL_RBLER_mean,MAC_UL_RBLER_std,MAC_DL_RBLER_mean,MAC_DL_RBLER_std,UL_PACKET_LOSS_mean,UL_PACKET_LOSS_std,UL_PRB_Util_%_mean,UL_PRB_Util_%_std,Interference_Tag
0.1366182402857995,0.1061764852621192,138.6207361480662,37.39810628264582,-92.0,0.0001651027532847,-98.6655332712401,0.0525996314949477,2.246052205352443,0.2972126269187642,0.0642260398476641,0.1045184035404977,0.0484628765151099,0.024582496266742,-122.51464358956284,2.899669223795617,-123.66916222126125,3.426722246366484,-79.88772880276389,0.7834066354854952,-82.4039739795758,0.1599490993266879,-88.01585848071575,0.5533493076907218,201.77359136131295,55.19117179684479,0.992504534860556,0.0126398050240316,0.0068759256851304,0.0072780980863329,19587.818939802644,14715.759276998462,691.6946539715631,276.00807173271863,0.9995161397557504,0.0020958540081316,0.0019093827924986,0.009292835031193,0.006079297193171,0.0089351240411172,9.954829888957647,0.7690508068879367,12.449344413364434,1.045308148350364,0.9555203093280754,0.467090508592649,0.9979799145100006,0.0020628340864621,0.99687245130583,0.0043049617170806,0.2432060221744985,0.0851598019548188,0.0862184119734993,0.0316953874072267,0.0684526126356398,0.0511308861519195,0.0059080246857341,0.0034394808957945,0.0024565377452547,0.0055855560195669,0.124590562631016,0.0201475883642408,External Interference
0.215379587384672,0.2227243889225859,438.590358100138,416.808807404765,-93.18603960992952,2.5725157291255303,-101.86313074221133,1.587520985924436,3.211384155177941,0.4971039666462654,0.7210732249821178,1.0040190908801154,0.0660820174387055,0.0382640772006576,-120.09900813932664,3.065546723273795,-118.84693985265066,1.818241983651172,-80.2439825836004,4.058951959820497,-89.15789051955575,3.343032284666045,-97.72934229656695,7.590137974824012,420.9177058016598,394.3988922082052,0.9967612939448294,0.0049207555568716,0.013035698732863,0.0126567678448254,10714.876844191274,4507.482819073039,1001.7850011707034,334.8523585606583,0.9963561740483148,0.0065154064662299,0.0792117024403645,0.0795940971437497,0.0796654972958584,0.084912134196053,8.530065511967535,0.4656787169856173,12.709595114591185,1.29136887194789,2.913573591642996,1.5511150751148863,0.998288826432018,0.0031172856971145,0.99655758116528,0.0042797126157025,0.2199797016611069,0.1706060465796383,0.0987169238100681,0.0311494597609713,0.0304275193938184,0.0130883358192649,0.0154245548476273,0.009397157683061,0.0008067484216892,0.0021302985927395,0.1679440520259693,0.0344712892268961,External Interference
2.144149498607889,2.1045731246385118,461.26541182757904,142.26957942959447,-101.82518623122972,0.9228572543314812,-110.35370517647276,1.2070490817659736,1.4663449997267963,0.1277793720968859,0.8658629474847948,1.430541862391565,0.1169320590928612,0.0819224464818494,-114.70928786447092,2.240023206667031,-118.7797506261916,3.524029155551506,-83.85380996635179,5.113561268879072,-103.60100772793668,1.0248239137865724,-109.77031615120842,0.667113949422555,1087.4388032828738,281.0341225775823,0.9989433129209072,0.0011524712564477,0.0011232216817947,0.0035444944121989,37226.32601643461,10114.01569078981,4413.493115619724,2325.7230561630004,0.9993012363098156,0.0020742360671666,0.0931070385963245,0.1292775961955878,0.0506892804771245,0.0981854460349661,10.425867863282166,0.7952417915256348,19.91974185516352,3.267816074886424,7.552416116636729,3.003071292422685,1.0,0.0007259167663436,0.9990568844413078,0.0022167585977386,0.0959855381836141,0.0401566110620494,0.0720346777851921,0.0156334169758471,0.0100024264231446,0.0052761352724456,0.0045838298066836,0.0022168371918364,0.0003513348077637,0.0002394973641434,0.1569500047442885,0.0649329914687533,External Interference
0.1608638963154899,0.2188924009094286,83.27150167749062,44.320389514966365,-94.47999068363244,4.029267659781088,-100.23841638944153,3.1231785918810693,2.4826742990202986,0.2614380062628571,0.5769351428234815,0.5994935880948074,0.0583945896582837,0.0242023253879095,-113.88085498506614,3.851997076343356,-115.89248675210752,4.759546001502657,-77.23466662259652,0.7295685894997243,-84.28597519597405,5.733785689237517,-99.04877430010264,23.79075450674064,138.564010810467,41.23586488830498,0.9975556445263326,0.0048354183002,0.0108985200895066,0.0142655982856571,13037.212676353302,6213.32847942528,1139.2526681352103,461.9588595554239,0.9967708613755504,0.003514536794453,0.0497119557835742,0.0568917512904754,0.0561249888445907,0.0520801321415159,9.329840982102878,0.440212181636304,13.402502868329854,1.8256630809458905,1.8850074515416748,1.017639287984524,0.9994845568824684,0.0030418271647111,0.9968041465308848,0.0056851911062811,0.1112695090745505,0.0593531359169464,0.0799268676936038,0.026794255960912,0.0128888695464041,0.0080730176312664,0.005857816534242,0.0046288368967006,0.0005689740919168,0.0012900347712262,0.1399310841737282,0.0367666221679443,External Interference
0.813993009245101,0.6611580846852353,454.783956722924,147.76107684002113,-92.07496971697236,0.0,-103.91465127694052,0.3452575740662775,5.706838984362136,0.1190765449928789,0.4831399849882556,0.5518934173323787,0.1227207579060029,0.0908216702871559,-130.7294459233641,1.9093064240717723,-124.82072052719973,1.5168764782370543,-84.80142643153594,1.2274711629586617,-90.16908220696328,0.113637210518932,-96.3820899702058,0.5982885742540542,784.0486706119461,218.2593909858004,0.9948475086796422,0.0061321914712139,0.010153094518258,0.0080195888472491,10252.992218306685,4099.062702155869,697.0242748858698,207.5902439087585,0.9989418926259848,0.0044952878326337,0.0682857092373895,0.0589171978247467,0.0841604791353453,0.1108636291296003,8.133141529574303,0.4504928035429624,11.861699744293103,0.6906272747138953,5.148412157734754,2.528302978590888,0.9982375603669164,0.0018980239500138,0.9965449004304752,0.0099267948011808,0.2563286131852558,0.0537916457421653,0.1119782960811649,0.0171291257287454,0.0570484003690079,0.0273341263414513,0.003680228283457,0.0022561622551948,0.0019860765226528,0.0034891006353099,0.207712483564639,0.0745384548138807,External Interference
0.9006888467866375,1.181439022183968,501.614299052777,159.01630253492533,-92.0,0.0,-102.47914983601224,0.4837526946213272,2.6352976815138103,0.1872624460454274,0.4484487720602028,0.7610324745045632,0.1567401445216761,0.1765214057514304,-121.32036506158556,2.962361005797421,-116.30714714135134,3.783630825297321,-80.18470357450427,4.721874430453232,-89.19853138176745,0.3199205680160538,-94.69979310736568,0.6696581190485793,492.1829282115841,267.38114651095583,0.9980696341684948,0.003164391388949,0.0043648985617807,0.0059210212116998,15446.42294625016,7035.997960110364,1294.6388379746568,423.561301267983,0.999458489226828,0.0050588665067543,0.0548374857841201,0.0593229017204818,0.0522269660262532,0.0805468419929545,9.455535884692534,0.9942321921754996,14.27733091882608,1.2446397689216144,4.420115991321062,2.5546191596530323,0.9992927968806508,0.0012399570465753,0.99902179086203,0.0021449030857121,0.2090717508655137,0.1002453937267536,0.0849596922276818,0.0234373301179846,0.0345234607704542,0.0185200685933708,0.0058952931090863,0.0024852619032845,0.0017714700861393,0.0010833729427476,0.1963808442297949,0.0802612617150713,External Interference
0.6555784400240173,0.6650895624180304,414.5050638404084,98.8753710687221,-92.31889039582312,0.2316769631409623,-100.55174241309874,0.3383240693835061,1.6316478471754834,0.0822625237005823,0.5289836528358652,0.8153459119644574,0.0831949359651788,0.0642348788290769,-118.24946688815449,5.15764861121839,-115.89607666147924,3.283693403505921,-83.83648085820688,3.852720152957672,-90.67479112073576,0.7561559755861942,-95.29038550889368,1.68502050722703,333.4413730278312,208.74859342587047,0.9985346685969326,0.0026559055254052,0.0017661207915085,0.0029038334803183,18420.569137485843,7823.083873558475,1162.540992376596,465.1386068163063,0.9999000929856456,0.0024759462708149,0.0388761140355276,0.0629124312891907,0.0382356040799055,0.0810624072042979,8.819836924225203,0.8836760126764611,14.039575585557852,1.1918921646696334,3.269459328655828,2.4738946161800777,0.9992711373506932,0.0023119679940655,0.9972753503271584,0.0042461302732925,0.1787379027014987,0.1162755274764618,0.0927741377490371,0.0391949246269382,0.0281875654726635,0.0245379344784374,0.0077358704515973,0.0063578882998298,0.0008747692711684,0.0012069227156812,0.1549955740674972,0.0658840695479045,External Interference
8.478057278711063,2.6829204094999777,3062.827172773781,337.5097953887731,-108.50982191872184,0.7038133476266599,-109.09051719089116,0.4280592993970955,1.3979957623146086,0.0616337284221312,2.4608623176208533,1.9338414437513076,0.3130568361317369,0.0845300981818259,-115.92985785286226,0.9022833364023222,-121.07437693529904,1.911962083268141,-82.16331165840151,4.969347647259273,-106.32091264633912,0.6241664817302818,-109.62509432543467,0.3378857429688398,5231.909938352226,674.3130517851758,0.9997008361164872,0.0004220353980155,0.0009740232433036,0.0008955915120165,40890.97304980151,8445.086465094519,4887.75697848568,1517.556153643041,0.9994455997964048,0.0006158006344679,0.2762623742063889,0.2254436189688371,0.1563118307190688,0.1544994193838732,10.658384874578651,0.4010825369767881,19.96497761079857,1.243798611326469,42.823230296958094,7.421516890702573,0.9997140393862493,8.650245580726915e-05,1.0,0.0024196055852849,0.0757007632156094,0.0105707809782788,0.0881855113900167,0.0098545649984366,0.0057465375599996,0.0020428750162379,0.0019241624523933,0.0006751557643337,0.0004601882802919,0.0002468924543648,0.2044978756167693,0.0514152459164761,External Interference
0.1199066943103675,0.0922741925962923,113.50184349451656,45.85745156219743,-96.37260735435244,8.216552310638885,-107.7972693044727,4.163393644244147,2.1524477272213325,0.1201006762698428,0.3052193670870746,0.3186947987542192,0.0521659854889869,0.0253121358639911,-119.59357531497318,3.112800438602377,-120.55172091541648,2.202772406098368,-81.75973963739374,5.436282352766509,-96.20502734412617,7.835432563944286,-103.88069360566448,10.145384753932523,119.82052480359684,46.313822021925375,0.9989584029023688,0.0012261895133727,0.0028085458575141,0.0041198516028811,11222.510316624144,4524.4884300181,1290.9271386246369,399.7114755585295,0.9989962278668728,0.0010574585595967,0.025043362948582,0.03068786648746,0.0169736736397686,0.0148751777509904,8.609936302453377,0.482245604403165,14.72640388128928,1.2852521561302055,0.7639395689149181,0.579336061667724,0.999177332716277,0.0030605294179648,1.0,0.0016987275642286,0.1072603457253954,0.0461196676868395,0.0881099479950091,0.0205482235668638,0.0192335033233778,0.0110414916334557,0.0092239449471772,0.0046674432255484,0.0005496699934508,0.0009267819798397,0.1177828995710435,0.0193461674949044,External Interference
1.941546033337101,1.302610378890077,1464.2148883443222,1438.5408063095797,-94.25065471484882,0.4174991430849262,-104.5812121933761,0.6823828423223713,1.55311133892735,0.0696960165173374,1.1250993913074665,1.1380371536354807,0.1879592367637596,0.1341557257488797,-116.73723019699185,2.1451766986518503,-114.59213455051696,1.413936902065977,-79.97198594398243,5.441569012952793,-95.3149358128584,0.6616505688508796,-101.28396867944129,1.230923154490558,1995.0050186646808,1913.4497843440715,0.9999276471808096,0.0009885002978292,0.0012201960493392,0.0016245321344911,21332.230838848955,6592.561989847834,1649.3647032281435,447.6618893949944,0.9988533083930954,0.0016714304660056,0.1012708487245896,0.1081479358279273,0.1017270347590006,0.1125116918380717,9.81990804677253,0.5659385400847796,15.237921642108985,1.0073318389486623,11.121926779513032,6.317113126402186,0.9996854374199636,0.0,0.9984152781897762,0.0021803025934757,0.1159122805206597,0.0439586835889421,0.0839883786347696,0.0153207158672344,0.0151669799731282,0.0058701993363197,0.0039091295103758,0.002161160351711,0.0010830277409066,0.0010896070610563,0.2484477934087199,0.0946600413189498,External Interference
