Traffic Volume Gbyte,NUM_OF_RRC_Att,AVGUL_RSSI_WEIGH_DBM_PUCCH,AVGUL_RSSI_WEIGH_DBM_PUSCH,AVG_RACH_TA,VOLTE_TRAFFIC_ERL,DLPRBUtilization,Avg_UL_RSRP_PUSCH,Avg_UL_RSRP_PUCCH,L.UL.Interference.Max,L.UL.Interference.Avg,L.UL.Interference.Min,ERAB_ATTEMPT,RRC_EstabSucc_PC,ERAB_Drop_PC,DL_PDCP_USER_THPUT,UL_PDCP_USER_THPUT_HWI,INTRAFREQ_HO_SR,ACTIVEUSER_DL_QCI1,ACTIVEUSER_UL_QCI1,Avg_CQI_HWI,AVG_MCS_PUSCH,AVG_SimRRC_ConnUsr_COUNT,E-RAB_SETUP_SUCCESS_RATE,HO_Succ_PC_In,MAC_UL_IBLER,MAC_DL_IBLER,MAC_UL_RBLER,MAC_DL_RBLER,UL_PACKET_LOSS,UL_PRB_Util_%,Interference_Tag
0.1789606624387871,282.617383907991,-92.35992317428564,-99.67311945361594,1.5133798280371291,0.8749802990983421,0.0001521999999999,-114.55713187645908,-116.58910609402317,-75.39340852587752,-90.00619510167871,-95.87731908660211,264.0790459014392,0.010118145186731,0.0002678436993922,12831.471029104758,595.6153983679754,0.0096051511029197,0.063834837061022,0.0876901342267658,10.548652891203249,12.402901088249234,2.541293613249353,0.0095844685913024,0.0101045491840008,0.0008588049687987,0.0007834005008848,0.0002481624038519,0.00010518515384,0.0,0.0016292133274496,Hardware/PIM
1.7221840746275947,703.6605282438469,-105.1475843058269,-107.40873346093824,1.3683856362067626,0.6220269109445271,0.1226256950797106,-117.8828288010444,-117.93109399688564,-73.69272004661157,-104.17272984688702,-112.05966161657258,1355.8160041852266,0.9989123347399628,0.0026382455255688,18290.17724485706,2644.422993847847,0.9978011326844508,0.0696761473258804,0.0693949297433687,8.691557003660499,15.66613706372709,9.794378477950458,0.999943309938276,0.9976873152548724,0.1103337918094835,0.0832450759715444,0.018019182888255,0.0046659829259479,0.0007023056023575,0.1706611103615489,Hardware/PIM
0.4388691690027266,385.5550101618903,-92.0192643487982,-95.70942264704412,1.9232653874257195,2.4879860389571897,0.0019325242983091,-113.68282904810684,-115.47540365123142,-70.21739242741003,-78.26379522789607,-83.11779891532052,473.9097114066918,0.0096928200540356,4.803349450291834e-05,13538.5065765956,464.91550838177415,0.009959528857548,0.2040399373706681,0.4480812093225874,10.67014639419352,11.248336879623,5.424269937103179,0.0100274472378309,0.010530117742012,0.0008661664895416,0.0008452204725933,0.000556371146648,1.7e-06,9.868663109163548e-05,0.0027408092664065,Hardware/PIM
1.8648996687985868,1200.6865872751384,-108.66883882592442,-109.0033174516259,1.8033004129324344,0.6727895244188573,0.0029602476996774,-120.19936058607696,-120.47110416347884,-80.89275388296016,-106.67280701171217,-111.35563204211569,2389.659708727838,0.026768100192011,0.0001633772566957,27148.11760313195,1878.432935647853,0.0111111629331802,0.0823278950124759,0.0621109523101688,10.609334002300416,16.908834373705893,13.25069455004428,0.0133941022647476,0.007920826619724,0.0050090004627541,0.0039889283171109,0.000174307491344,6.397609734755021e-06,0.0,0.0021679448148594,Hardware/PIM
1.2174575310973432,1474.9061971901654,-108.95177426046996,-108.98269394593498,1.5874754269199742,0.1750531927967016,0.136980544721562,-116.8390761086411,-121.3574178388614,-76.45567970752589,-106.59421386309188,-109.91612219689225,2243.451137848404,0.9992533638934252,0.0013421007312193,18241.797568649108,2711.7562408259505,0.9992776736376996,0.0172590104304827,0.0058849632051021,9.403285713317429,19.67571758799269,10.51665479811962,0.9989229083527754,0.9973957163242024,0.100998854692285,0.0983543506056868,0.0120984090896274,0.0036479238773407,0.0002880043861895,0.1752047202089977,Hardware/PIM
7.6909148721731775,7014.308867743357,-108.12776013175817,-108.60401799211216,2.084496131343325,3.8603781352245816,0.736556074720802,-115.05943839724488,-114.66940986308438,-72.35501571892182,-102.82130034562972,-115.28768994134371,11941.122222464695,0.9995351991784208,0.0008344110349127,10102.693315431436,2552.0292745635647,1.0,0.6631759280467198,0.4067271395961382,8.372454194005964,16.083359681485224,55.42302428917381,1.0,1.0,0.1488282046809436,0.1132262230803538,0.0184636696855403,0.0024726074247225,0.0005350848497254,0.4433875603999055,Hardware/PIM
5.278548480354273,1931.9995157006151,-109.61064676943064,-110.85255178340437,1.6347308109042182,1.0220057319367453,0.4264473294014319,-116.6235083641936,-119.67285072428686,-76.15992749966568,-107.35055419007158,-115.03800900425858,3195.2841707700586,0.9996578666510236,0.0014394620130369,20770.635226430524,3578.410441221304,0.9981929642810312,0.098600350252189,0.0825113695532465,8.975133611004631,18.74888572740126,20.30482009344208,1.0,0.9993823766366254,0.107217872356073,0.1163850784077567,0.0128807035365926,0.0038715278665448,0.0008550288687939,0.2634583578359681,Hardware/PIM
0.3779154150978269,336.6553441757078,-94.86203586347249,-99.5649315965664,1.3010695351388113,0.8012951685538647,0.077934115387242,-114.83984927769222,-114.48432249944698,-77.22215111495959,-94.1372806583821,-103.2583490287796,376.4309095831766,0.9977082438756926,0.01027911036362,17948.92586253923,795.3297104320907,0.9994363306261228,0.073955540541809,0.0957358480088907,9.867728802528276,12.500029618436356,3.0684448177757835,0.9983919530391212,0.9976777562680592,0.1533810044327014,0.0865193570362046,0.0295665335969186,0.0055002676629849,0.001257808742608,0.1454718022244392,Hardware/PIM
12.224591733574384,2210.7057410382595,-102.3397213067085,-107.14066069303676,6.130637774288014,5.6871984206464745,0.0089352135517849,-122.01575233054746,-114.97785659278108,-86.9975873630699,-102.94559642101956,-109.70922809095056,2822.857003185548,0.0098164179653119,0.0,5334.420703760587,1357.6719047582214,0.0093399692760641,0.8339361057485466,0.7105783559525327,7.610361501802039,13.272304288036937,39.78947013080433,0.0092814532177542,0.0112015546012099,0.0020458678753285,0.0011196529199329,0.0011937741122646,1.7e-06,0.0001464206476759,0.0059405899262303,Hardware/PIM
0.5632341003470231,674.9165031414211,-93.00426399307308,-97.03023995764006,1.27770478617867,5.381792774155513,0.1404988964885627,-113.14877714080431,-112.23739421498904,-78.02766539224145,-91.53360196681882,-96.22607856322794,1010.8774453252656,0.9949136711819592,0.0200283222588565,15420.76875152194,472.2586656057275,0.998915406905692,0.4533653407422803,1.105980579958584,10.726006399483468,10.822679740531816,12.158672990207467,0.9962221894816344,0.9957234587001446,0.1765307843426413,0.0555498320046139,0.0386499357705725,0.0036832779403882,0.0066361174612224,0.315371963941265,Hardware/PIM
